Ticket ID,Department,Issue Type,Support Staff Experience Level,Experience Years,Urgency Level,Time to Complete Repair (hrs),Success Rate (%),Resolution Time (hrs),Ticket Status
IT-1304,Marketing,Asset Deployment,Mid-Level,3.7,Medium,0.88,71.25,4,Resolved
IT-1305,Engineering,Hardware Repair,Junior,0.4,Low,3.18,42.94,10,Resolved
IT-1306,Engineering,Network Issue,Senior,11.5,High,1.36,75.94,3,Resolved
IT-1307,Marketing,Hardware Repair,Senior,9.3,Medium,1.21,78.9,6,Resolved
IT-1308,HR,Network Issue,Senior,7.1,Low,1.9,64.4,8,Resolved
IT-1309,Sales,Software Troubleshooting,Mid-Level,5.7,High,1.61,64.87,3,Resolved
IT-1310,Finance,Asset Deployment,Junior,1.3,Medium,2.47,50.13,4,Resolved
IT-1311,HR,Network Issue,Junior,0.5,High,3.91,24.92,2,Resolved
IT-1312,Finance,Hardware Repair,Junior,0.6,Low,3.36,49.31,14,Escalated
IT-1313,Engineering,Asset Deployment,Senior,11.2,High,0.5,74.71,2,Resolved
IT-1314,Sales,Network Issue,Mid-Level,3.2,High,3.32,44.63,1,Resolved
IT-1315,Finance,Cybersecurity,Senior,11.3,High,0.67,80.91,1,Escalated
IT-1316,Engineering,Cybersecurity,Mid-Level,4.3,Medium,3.86,44.56,7,Escalated
IT-1317,Sales,Asset Deployment,Mid-Level,3.8,Low,1.02,58.4,13,Escalated
IT-1318,Marketing,Hardware Repair,Senior,7.0,Low,1.65,64.47,9,Escalated
IT-1319,Finance,Cybersecurity,Senior,8.7,Medium,1.4,70.08,7,Resolved
IT-1320,Engineering,Asset Deployment,Mid-Level,4.6,High,1.19,66.02,3,Resolved
IT-1321,Finance,Hardware Repair,Junior,1.0,Medium,2.99,40.86,4,Escalated
IT-1322,Sales,Asset Deployment,Junior,1.1,High,1.49,60.41,3,Resolved
IT-1323,Engineering,Asset Deployment,Junior,1.9,Medium,1.13,56.25,4,Resolved
IT-1324,HR,Cybersecurity,Senior,8.5,High,1.93,63.67,3,Escalated
IT-1325,Marketing,Network Issue,Junior,0.5,Medium,4.4,29.8,6,Escalated
IT-1326,Sales,Cybersecurity,Senior,10.8,Medium,1.66,70.56,5,Escalated
IT-1327,Marketing,Hardware Repair,Mid-Level,4.8,High,1.47,61.86,3,Escalated
IT-1328,Engineering,Cybersecurity,Mid-Level,3.4,High,3.29,40.02,2,Escalated
IT-1329,Engineering,Hardware Repair,Junior,0.2,Low,3.36,39.11,8,Escalated
IT-1330,Engineering,Cybersecurity,Senior,10.3,High,1.8,71.59,3,Resolved
IT-1331,Marketing,Network Issue,Senior,11.3,Medium,0.5,86.16,7,Escalated
IT-1332,Marketing,Asset Deployment,Junior,0.9,Medium,1.81,44.66,5,Escalated
IT-1333,Marketing,Hardware Repair,Mid-Level,4.6,Medium,1.45,63.39,7,Resolved
IT-1334,Engineering,Network Issue,Junior,0.3,Medium,3.94,30.29,6,Escalated
IT-1335,Marketing,Asset Deployment,Junior,1.2,Medium,1.99,52.66,4,Resolved
IT-1336,Sales,Cybersecurity,Mid-Level,3.4,High,3.63,35.66,3,Resolved
IT-1337,Finance,Software Troubleshooting,Senior,8.0,Medium,0.86,78.42,6,Resolved
IT-1338,Engineering,Asset Deployment,Mid-Level,3.9,Low,1.06,68.1,8,Escalated
IT-1339,Marketing,Hardware Repair,Junior,0.6,Medium,2.83,44.94,7,Resolved
IT-1340,Engineering,Asset Deployment,Junior,1.1,Low,2.18,53.47,9,Escalated
IT-1341,Engineering,Cybersecurity,Senior,10.5,Medium,1.52,65.69,7,Resolved
IT-1342,Marketing,Hardware Repair,Junior,0.7,Medium,2.32,49.16,5,Resolved
IT-1343,Sales,Software Troubleshooting,Senior,10.9,Medium,0.5,88.47,6,Escalated
IT-1344,HR,Network Issue,Senior,7.7,Low,2.17,67.11,10,Escalated
IT-1345,Finance,Asset Deployment,Mid-Level,5.2,High,1.52,62.44,3,Resolved
IT-1346,Finance,Software Troubleshooting,Junior,1.4,Low,1.55,58.2,9,Escalated
IT-1347,Marketing,Hardware Repair,Senior,9.4,Medium,1.25,78.4,6,Resolved
IT-1348,HR,Cybersecurity,Senior,9.2,High,2.3,60.97,1,Escalated
IT-1349,Engineering,Asset Deployment,Senior,9.0,Medium,0.86,79.63,6,Escalated
IT-1350,Engineering,Cybersecurity,Mid-Level,3.2,High,3.42,33.74,3,Escalated
IT-1351,Marketing,Software Troubleshooting,Mid-Level,4.9,Medium,2.33,53.66,5,Resolved
IT-1352,Sales,Software Troubleshooting,Mid-Level,4.9,Medium,1.08,72.44,4,Resolved
IT-1353,HR,Asset Deployment,Senior,12.0,High,0.78,83.99,3,Resolved
IT-1354,HR,Hardware Repair,Mid-Level,4.9,Medium,2.11,57.79,7,Resolved
IT-1355,Marketing,Network Issue,Senior,7.4,High,1.21,60.86,3,Resolved
IT-1356,Engineering,Hardware Repair,Mid-Level,4.7,Low,1.7,64.21,9,Resolved
IT-1357,Engineering,Asset Deployment,Senior,9.0,High,0.5,75.68,3,Resolved
IT-1358,Marketing,Software Troubleshooting,Mid-Level,5.7,High,1.11,57.27,1,Resolved
IT-1359,Sales,Cybersecurity,Mid-Level,3.6,High,4.54,23.67,3,Escalated
IT-1360,Engineering,Asset Deployment,Senior,9.9,Medium,0.5,82.45,5,Resolved
IT-1361,Marketing,Cybersecurity,Mid-Level,3.9,High,3.96,24.25,3,Resolved
IT-1362,HR,Software Troubleshooting,Senior,9.5,Medium,0.5,78.79,4,Resolved
IT-1363,Marketing,Software Troubleshooting,Mid-Level,3.3,Medium,1.84,54.02,5,Resolved
IT-1364,Finance,Network Issue,Senior,11.2,High,0.58,87.91,1,Resolved
IT-1365,Marketing,Cybersecurity,Mid-Level,5.6,Low,3.56,48.05,13,Escalated
IT-1366,HR,Cybersecurity,Junior,1.9,High,4.5,20.75,1,Escalated
IT-1367,HR,Asset Deployment,Senior,10.4,Low,0.5,79.79,15,Escalated
IT-1368,Engineering,Hardware Repair,Mid-Level,5.9,High,1.29,70.94,3,Escalated
IT-1369,Finance,Asset Deployment,Mid-Level,3.3,Low,0.5,70.85,15,Resolved
IT-1370,Finance,Software Troubleshooting,Mid-Level,4.1,Medium,1.2,64.09,4,Resolved
IT-1371,HR,Hardware Repair,Mid-Level,5.2,Medium,2.43,52.74,4,Resolved
IT-1372,Engineering,Network Issue,Senior,10.0,Medium,0.96,74.98,6,Escalated
IT-1373,Marketing,Hardware Repair,Mid-Level,3.2,Medium,2.19,63.26,7,Resolved
IT-1374,Sales,Cybersecurity,Mid-Level,3.2,High,3.95,26.87,1,Resolved
IT-1375,Marketing,Asset Deployment,Junior,1.8,Low,1.57,62.94,10,Resolved
IT-1376,Sales,Hardware Repair,Junior,1.1,Medium,2.74,44.51,7,Escalated
IT-1377,Engineering,Software Troubleshooting,Senior,8.6,Medium,1.21,75.82,7,Resolved
IT-1378,Finance,Cybersecurity,Junior,0.2,High,4.17,17.7,3,Resolved
IT-1379,Finance,Cybersecurity,Junior,1.5,High,3.42,36.16,3,Escalated
IT-1380,Engineering,Hardware Repair,Junior,1.8,Low,2.9,56.62,15,Resolved
IT-1381,Engineering,Hardware Repair,Mid-Level,4.2,High,1.96,54.54,2,Resolved
IT-1382,Engineering,Network Issue,Mid-Level,3.2,Low,3.57,52.07,15,Escalated
IT-1383,HR,Software Troubleshooting,Senior,9.7,High,0.5,77.58,2,Escalated
IT-1384,Marketing,Asset Deployment,Senior,8.6,High,1.09,72.65,3,Resolved
IT-1385,HR,Software Troubleshooting,Junior,1.8,Low,1.63,49.15,9,Escalated
IT-1386,Finance,Asset Deployment,Mid-Level,5.8,High,0.5,74.09,1,Resolved
IT-1387,Sales,Software Troubleshooting,Mid-Level,3.7,High,2.52,48.48,2,Escalated
IT-1388,Sales,Software Troubleshooting,Junior,1.1,Medium,1.77,47.56,4,Resolved
IT-1389,Marketing,Network Issue,Mid-Level,3.1,High,3.4,39.62,2,Escalated
IT-1390,Engineering,Hardware Repair,Mid-Level,4.5,Medium,2.37,53.24,4,Escalated
IT-1391,Engineering,Asset Deployment,Junior,0.4,Medium,1.05,66.75,4,Escalated
IT-1392,Finance,Cybersecurity,Mid-Level,5.3,Medium,3.19,40.72,5,Escalated
IT-1393,Sales,Network Issue,Senior,10.9,Low,1.25,82.19,15,Resolved
IT-1394,Marketing,Network Issue,Mid-Level,5.4,Low,2.59,49.07,10,Resolved
IT-1395,Engineering,Software Troubleshooting,Mid-Level,4.4,High,1.02,67.81,3,Escalated
IT-1396,Marketing,Hardware Repair,Junior,0.1,Medium,2.66,50.17,5,Resolved
IT-1397,Marketing,Asset Deployment,Mid-Level,4.3,Low,1.46,56.83,12,Resolved
IT-1398,Sales,Network Issue,Senior,10.3,Low,0.9,76.08,10,Resolved
IT-1399,Engineering,Hardware Repair,Senior,7.2,Low,1.36,73.19,10,Resolved
IT-1400,Marketing,Network Issue,Junior,0.9,High,4.22,22.71,3,Escalated
IT-1401,Sales,Hardware Repair,Senior,11.5,Medium,1.41,73.04,5,Resolved
IT-1402,Marketing,Network Issue,Junior,0.5,High,4.24,16.07,2,Resolved
IT-1403,Sales,Network Issue,Junior,1.9,Low,2.19,54.45,11,Resolved
IT-1404,HR,Asset Deployment,Mid-Level,5.3,Low,0.5,76.45,15,Resolved
IT-1405,HR,Hardware Repair,Senior,11.7,Medium,1.14,67.06,4,Resolved
IT-1406,Finance,Network Issue,Mid-Level,3.2,High,2.6,41.3,3,Resolved
IT-1407,Finance,Asset Deployment,Mid-Level,3.9,Medium,1.52,67.99,6,Resolved
IT-1408,HR,Hardware Repair,Mid-Level,4.0,High,2.63,50.63,2,Escalated
IT-1409,Engineering,Cybersecurity,Junior,0.8,High,5.09,11.59,1,Escalated
IT-1410,HR,Software Troubleshooting,Senior,10.8,Medium,0.5,83.67,4,Resolved
IT-1411,Engineering,Asset Deployment,Senior,8.5,High,1.14,75.64,1,Resolved
IT-1412,Engineering,Software Troubleshooting,Mid-Level,5.9,High,0.61,72.22,3,Escalated
IT-1413,Marketing,Network Issue,Senior,10.5,High,1.53,72.78,3,Resolved
IT-1414,Engineering,Hardware Repair,Mid-Level,3.6,High,1.81,58.36,1,Resolved
IT-1415,Finance,Software Troubleshooting,Junior,1.9,High,0.55,66.74,2,Escalated
IT-1416,Marketing,Asset Deployment,Mid-Level,3.4,Low,1.4,69.31,15,Escalated
IT-1417,Finance,Cybersecurity,Junior,1.6,High,4.72,21.0,1,Escalated
IT-1418,Engineering,Asset Deployment,Junior,0.2,Medium,1.57,55.78,5,Escalated
IT-1419,Marketing,Network Issue,Senior,9.5,Low,1.36,71.24,14,Escalated
IT-1420,Engineering,Asset Deployment,Mid-Level,3.0,Medium,1.02,65.52,4,Resolved
IT-1421,Engineering,Hardware Repair,Senior,9.1,Low,1.12,78.6,15,Escalated
IT-1422,HR,Cybersecurity,Junior,0.6,High,5.71,4.9,2,Escalated
IT-1423,Sales,Asset Deployment,Mid-Level,5.9,High,1.26,70.25,3,Escalated
IT-1424,Sales,Software Troubleshooting,Senior,7.5,Medium,0.52,72.51,7,Resolved
IT-1425,Finance,Cybersecurity,Senior,11.9,Low,1.09,75.33,9,Escalated
IT-1426,Engineering,Cybersecurity,Junior,0.8,High,4.18,17.05,2,Escalated
IT-1427,HR,Hardware Repair,Junior,1.3,High,3.68,34.13,3,Resolved
IT-1428,Engineering,Cybersecurity,Junior,1.9,High,4.09,26.82,3,Resolved
IT-1429,Finance,Software Troubleshooting,Senior,7.1,Medium,1.65,70.4,6,Resolved
IT-1430,HR,Cybersecurity,Mid-Level,3.0,High,5.08,14.23,3,Resolved
IT-1431,Engineering,Asset Deployment,Mid-Level,4.8,Medium,1.54,68.45,4,Escalated
IT-1432,Sales,Software Troubleshooting,Mid-Level,4.6,Medium,1.77,67.26,7,Resolved
IT-1433,Finance,Cybersecurity,Senior,7.0,Medium,2.23,58.66,4,Escalated
IT-1434,Marketing,Network Issue,Junior,1.6,Low,2.16,56.14,8,Resolved
IT-1435,Engineering,Software Troubleshooting,Mid-Level,5.1,Low,1.61,58.37,11,Resolved
IT-1436,Marketing,Software Troubleshooting,Mid-Level,3.7,High,1.16,59.05,3,Escalated
IT-1437,Finance,Network Issue,Senior,10.0,Low,1.04,78.5,13,Resolved
IT-1438,Engineering,Hardware Repair,Mid-Level,4.5,Medium,2.56,48.44,4,Escalated
IT-1439,Engineering,Software Troubleshooting,Junior,1.0,Low,1.77,52.64,8,Resolved
IT-1440,Marketing,Hardware Repair,Senior,11.3,Medium,1.24,75.25,5,Resolved
IT-1441,HR,Asset Deployment,Junior,1.3,Medium,1.1,65.46,4,Resolved
IT-1442,Finance,Network Issue,Junior,0.8,High,3.55,32.13,1,Escalated
IT-1443,HR,Asset Deployment,Junior,1.3,High,1.02,58.48,1,Escalated
IT-1444,Finance,Asset Deployment,Junior,1.5,Medium,1.75,57.73,4,Escalated
IT-1445,Sales,Software Troubleshooting,Junior,0.9,Medium,1.07,62.57,7,Escalated
IT-1446,Engineering,Software Troubleshooting,Senior,8.5,Medium,0.5,72.35,7,Resolved
IT-1447,Finance,Network Issue,Junior,1.8,Medium,3.67,25.52,4,Escalated
IT-1448,HR,Asset Deployment,Mid-Level,5.2,High,2.01,50.9,1,Escalated
IT-1449,HR,Hardware Repair,Senior,8.9,Medium,0.5,77.75,5,Escalated
IT-1450,Finance,Software Troubleshooting,Junior,1.0,Medium,1.73,56.49,7,Resolved
IT-1451,Engineering,Software Troubleshooting,Senior,10.0,High,0.5,78.34,3,Resolved
IT-1452,Engineering,Hardware Repair,Junior,0.9,Medium,3.76,35.85,4,Escalated
IT-1453,Engineering,Hardware Repair,Junior,1.1,Low,2.6,48.72,15,Escalated
IT-1454,Marketing,Asset Deployment,Junior,0.9,High,1.42,57.87,2,Resolved
IT-1455,Finance,Cybersecurity,Mid-Level,4.5,Medium,3.35,43.75,6,Escalated
IT-1456,Engineering,Asset Deployment,Senior,11.4,Low,0.72,77.82,8,Resolved
IT-1457,Finance,Cybersecurity,Senior,11.2,High,1.45,74.41,3,Resolved
IT-1458,HR,Asset Deployment,Junior,1.0,Medium,1.22,65.54,4,Resolved
IT-1459,Sales,Network Issue,Mid-Level,5.4,High,2.54,51.35,2,Resolved
IT-1460,Finance,Hardware Repair,Mid-Level,5.2,Low,2.04,66.21,12,Escalated
IT-1461,Marketing,Cybersecurity,Senior,9.2,High,1.39,66.6,3,Resolved
IT-1462,Finance,Cybersecurity,Senior,8.8,Low,2.0,64.69,9,Resolved
IT-1463,Marketing,Hardware Repair,Junior,1.0,High,2.93,47.0,1,Escalated
IT-1464,Engineering,Asset Deployment,Junior,1.5,High,1.39,64.26,1,Escalated
IT-1465,Finance,Software Troubleshooting,Mid-Level,4.2,Medium,0.82,75.34,4,Escalated
IT-1466,Sales,Asset Deployment,Senior,10.0,Medium,0.89,79.32,5,Resolved
IT-1467,Engineering,Cybersecurity,Senior,9.1,High,1.56,75.53,1,Resolved
IT-1468,Sales,Network Issue,Mid-Level,4.3,High,2.86,50.22,1,Resolved
IT-1469,Sales,Asset Deployment,Mid-Level,4.3,Medium,1.35,63.36,5,Resolved
IT-1470,Finance,Hardware Repair,Senior,11.7,High,0.5,89.53,1,Resolved
IT-1471,Sales,Software Troubleshooting,Mid-Level,4.8,Low,1.78,55.82,13,Escalated
IT-1472,Marketing,Software Troubleshooting,Mid-Level,5.3,High,0.97,70.44,1,Resolved
IT-1473,Engineering,Cybersecurity,Mid-Level,5.6,High,3.31,35.1,2,Escalated
IT-1474,Marketing,Hardware Repair,Mid-Level,3.6,Medium,3.14,45.12,5,Escalated
IT-1475,Marketing,Network Issue,Senior,8.2,High,1.46,68.23,3,Escalated
IT-1476,Engineering,Network Issue,Junior,1.3,Medium,3.65,34.71,4,Escalated
IT-1477,Marketing,Hardware Repair,Junior,1.8,High,2.49,51.11,1,Resolved
IT-1478,Finance,Hardware Repair,Mid-Level,5.3,High,2.61,53.27,3,Resolved
IT-1479,Finance,Network Issue,Junior,1.9,Medium,2.62,39.33,4,Escalated
IT-1480,Sales,Hardware Repair,Senior,10.4,Medium,1.04,71.57,7,Escalated
IT-1481,Sales,Asset Deployment,Mid-Level,4.0,Low,0.5,72.87,13,Escalated
IT-1482,Finance,Cybersecurity,Mid-Level,5.1,High,3.0,46.12,2,Escalated
IT-1483,Marketing,Hardware Repair,Mid-Level,3.3,High,2.44,51.92,3,Resolved
IT-1484,Sales,Network Issue,Mid-Level,3.8,Medium,3.19,39.32,7,Resolved
IT-1485,Finance,Asset Deployment,Senior,9.9,High,0.83,77.04,2,Resolved
IT-1486,HR,Software Troubleshooting,Senior,10.5,Low,0.81,82.53,15,Escalated
IT-1487,Marketing,Software Troubleshooting,Junior,1.8,Medium,2.35,51.0,5,Resolved
IT-1488,Engineering,Asset Deployment,Mid-Level,4.1,Medium,0.69,69.19,7,Resolved
IT-1489,Finance,Network Issue,Senior,8.1,High,2.15,55.83,3,Resolved
IT-1490,HR,Cybersecurity,Senior,8.1,Medium,2.73,64.24,6,Resolved
IT-1491,Sales,Asset Deployment,Senior,8.7,Low,0.8,78.84,10,Escalated
IT-1492,Sales,Hardware Repair,Senior,9.1,High,1.13,66.38,2,Resolved
IT-1493,Engineering,Hardware Repair,Junior,1.1,Medium,2.57,43.71,5,Resolved
IT-1494,Engineering,Network Issue,Mid-Level,3.8,High,3.67,30.27,1,Escalated
IT-1495,Engineering,Hardware Repair,Junior,1.6,Low,2.44,49.31,13,Escalated
IT-1496,HR,Asset Deployment,Senior,7.7,High,0.82,87.28,3,Resolved
IT-1497,Marketing,Hardware Repair,Junior,1.8,Medium,2.8,44.81,5,Escalated
IT-1498,Finance,Hardware Repair,Senior,9.3,Medium,1.41,79.61,6,Resolved
IT-1499,Sales,Software Troubleshooting,Mid-Level,4.6,High,1.25,68.14,2,Resolved
IT-1500,Marketing,Cybersecurity,Mid-Level,4.7,High,3.98,40.51,2,Escalated
IT-1501,HR,Network Issue,Mid-Level,4.2,Low,3.34,47.1,13,Escalated
IT-1502,Engineering,Asset Deployment,Senior,9.9,High,1.62,67.88,3,Escalated
IT-1503,Finance,Hardware Repair,Junior,0.6,Medium,3.0,39.9,5,Resolved
IT-1504,HR,Asset Deployment,Junior,1.9,High,1.34,60.65,2,Escalated
IT-1505,Finance,Network Issue,Mid-Level,5.7,Medium,3.1,44.12,5,Escalated
IT-1506,Marketing,Cybersecurity,Senior,8.1,High,2.5,54.46,2,Resolved
IT-1507,Marketing,Cybersecurity,Mid-Level,4.8,High,3.33,38.71,1,Resolved
IT-1508,HR,Asset Deployment,Junior,0.6,Low,1.51,60.28,12,Resolved
IT-1509,Engineering,Cybersecurity,Junior,0.9,High,4.4,25.39,2,Escalated
IT-1510,Engineering,Asset Deployment,Mid-Level,5.8,Medium,1.65,58.81,4,Resolved
IT-1511,Sales,Network Issue,Junior,0.7,Low,5.02,27.09,14,Resolved
IT-1512,HR,Cybersecurity,Senior,10.1,Low,1.99,66.65,11,Resolved
IT-1513,Finance,Hardware Repair,Junior,0.9,Medium,2.54,47.75,5,Escalated
IT-1514,Engineering,Software Troubleshooting,Junior,1.6,High,2.5,42.09,1,Escalated
IT-1515,Engineering,Network Issue,Mid-Level,5.6,Medium,1.79,56.15,5,Escalated
IT-1516,Finance,Hardware Repair,Mid-Level,3.7,Low,2.16,56.41,10,Resolved
IT-1517,Marketing,Software Troubleshooting,Junior,1.2,High,1.29,60.54,2,Escalated
IT-1518,Marketing,Asset Deployment,Senior,10.7,Low,0.5,78.43,8,Escalated
IT-1519,HR,Asset Deployment,Senior,10.1,Medium,0.5,80.69,5,Escalated
IT-1520,Engineering,Hardware Repair,Mid-Level,4.6,High,1.39,61.29,3,Resolved
IT-1521,Finance,Cybersecurity,Junior,0.3,High,4.87,19.35,2,Resolved
IT-1522,Marketing,Hardware Repair,Mid-Level,5.7,High,1.2,70.57,1,Escalated
IT-1523,Sales,Cybersecurity,Senior,10.9,High,1.92,66.48,3,Escalated
IT-1524,Marketing,Cybersecurity,Mid-Level,5.7,Medium,2.96,52.87,5,Escalated
IT-1525,Finance,Cybersecurity,Junior,1.9,Medium,4.88,25.82,5,Escalated
IT-1526,Engineering,Software Troubleshooting,Senior,8.4,Medium,0.5,78.66,4,Resolved
IT-1527,Marketing,Network Issue,Junior,0.8,High,3.58,31.3,3,Escalated
IT-1528,Marketing,Hardware Repair,Junior,1.6,Low,3.63,44.05,8,Escalated
IT-1529,Marketing,Asset Deployment,Mid-Level,3.2,High,1.59,54.27,1,Resolved
IT-1530,Sales,Hardware Repair,Mid-Level,5.9,High,2.58,54.46,2,Resolved
IT-1531,Engineering,Network Issue,Junior,1.7,Medium,3.89,37.89,5,Escalated
IT-1532,Engineering,Software Troubleshooting,Junior,0.5,Medium,1.9,54.09,6,Resolved
IT-1533,Sales,Hardware Repair,Senior,9.6,Medium,0.54,81.71,4,Escalated
IT-1534,Sales,Software Troubleshooting,Mid-Level,4.4,Low,0.77,63.42,9,Resolved
IT-1535,Engineering,Software Troubleshooting,Junior,1.7,Medium,2.12,50.44,6,Escalated
IT-1536,Finance,Software Troubleshooting,Mid-Level,5.5,Medium,0.87,59.29,7,Resolved
IT-1537,HR,Software Troubleshooting,Senior,7.4,Low,1.93,57.81,13,Resolved
IT-1538,HR,Hardware Repair,Junior,1.3,Medium,2.77,46.7,6,Resolved
IT-1539,Marketing,Cybersecurity,Senior,9.6,High,2.32,67.21,3,Escalated
IT-1540,Sales,Cybersecurity,Senior,11.1,High,0.52,89.68,1,Resolved
IT-1541,Sales,Asset Deployment,Mid-Level,4.6,High,0.5,73.67,2,Resolved
IT-1542,Engineering,Software Troubleshooting,Mid-Level,5.5,High,1.22,63.1,1,Resolved
IT-1543,Finance,Cybersecurity,Mid-Level,4.0,High,4.11,28.97,3,Escalated
IT-1544,Engineering,Network Issue,Senior,8.4,High,1.62,63.18,1,Escalated
IT-1545,Finance,Network Issue,Senior,11.1,Medium,1.16,75.66,4,Resolved
IT-1546,Finance,Network Issue,Mid-Level,5.3,High,1.16,66.18,2,Resolved
IT-1547,Marketing,Hardware Repair,Junior,1.1,High,2.67,42.04,3,Escalated
IT-1548,Engineering,Network Issue,Junior,0.6,Low,3.48,36.36,13,Resolved
IT-1549,Finance,Asset Deployment,Senior,8.9,Medium,0.5,90.75,7,Resolved
IT-1550,Sales,Cybersecurity,Mid-Level,5.1,High,3.52,34.02,3,Escalated
IT-1551,Sales,Asset Deployment,Senior,10.9,Medium,0.5,77.89,5,Resolved
IT-1552,Finance,Cybersecurity,Senior,9.0,High,2.52,65.56,3,Escalated
IT-1553,HR,Network Issue,Senior,11.7,High,0.5,79.53,2,Resolved
IT-1554,Marketing,Asset Deployment,Junior,0.1,Medium,1.53,52.27,6,Escalated
IT-1555,Finance,Cybersecurity,Junior,1.6,Medium,3.92,29.41,7,Resolved
IT-1556,Engineering,Hardware Repair,Senior,7.3,Medium,2.75,61.17,6,Resolved
IT-1557,HR,Hardware Repair,Junior,0.1,Low,3.59,36.51,15,Resolved
IT-1558,Marketing,Cybersecurity,Senior,7.4,High,2.6,51.21,3,Escalated
IT-1559,Sales,Asset Deployment,Junior,0.1,Medium,0.5,63.29,5,Resolved
IT-1560,Engineering,Network Issue,Mid-Level,4.7,High,3.05,47.85,1,Escalated
IT-1561,Marketing,Cybersecurity,Mid-Level,4.2,High,3.41,40.28,1,Escalated
IT-1562,Sales,Hardware Repair,Senior,8.2,High,0.73,70.17,3,Resolved
IT-1563,Engineering,Hardware Repair,Mid-Level,5.0,Low,2.26,62.86,11,Resolved
IT-1564,Finance,Asset Deployment,Senior,9.7,High,0.65,64.25,2,Resolved
IT-1565,Marketing,Network Issue,Mid-Level,4.7,Medium,2.54,55.99,6,Resolved
IT-1566,Sales,Software Troubleshooting,Mid-Level,4.9,Medium,1.35,75.19,4,Resolved
IT-1567,Finance,Asset Deployment,Senior,11.1,High,1.12,77.66,2,Resolved
IT-1568,HR,Network Issue,Mid-Level,4.5,Medium,3.08,41.16,5,Escalated
IT-1569,Marketing,Software Troubleshooting,Senior,7.5,Medium,1.45,70.26,6,Escalated
IT-1570,Finance,Network Issue,Senior,10.8,High,0.62,79.46,2,Resolved
IT-1571,Marketing,Network Issue,Junior,1.3,High,3.25,39.97,1,Escalated
IT-1572,Sales,Hardware Repair,Senior,7.2,Medium,1.14,76.85,7,Resolved
IT-1573,Marketing,Asset Deployment,Mid-Level,3.1,Low,1.79,61.45,9,Resolved
IT-1574,Finance,Network Issue,Mid-Level,4.6,Medium,2.5,48.32,5,Escalated
IT-1575,HR,Software Troubleshooting,Mid-Level,4.8,Low,1.72,51.99,15,Escalated
IT-1576,Marketing,Software Troubleshooting,Junior,0.3,Low,2.4,52.41,8,Escalated
IT-1577,HR,Software Troubleshooting,Junior,1.2,Medium,1.07,63.84,4,Resolved
IT-1578,Engineering,Hardware Repair,Senior,7.6,Medium,1.2,70.31,4,Resolved
IT-1579,Sales,Asset Deployment,Junior,0.7,Medium,1.05,62.1,5,Escalated
IT-1580,Engineering,Asset Deployment,Junior,0.0,High,1.79,40.79,2,Escalated
IT-1581,Sales,Cybersecurity,Junior,1.9,High,4.67,35.63,1,Escalated
IT-1582,HR,Software Troubleshooting,Senior,11.9,Medium,0.5,78.1,7,Escalated
IT-1583,Sales,Software Troubleshooting,Senior,11.9,High,0.5,83.41,2,Resolved
IT-1584,Marketing,Hardware Repair,Mid-Level,4.4,Low,2.06,48.76,10,Escalated
IT-1585,Engineering,Software Troubleshooting,Mid-Level,5.2,Medium,0.91,71.29,6,Resolved
IT-1586,Sales,Network Issue,Senior,12.0,Medium,0.86,80.54,5,Resolved
IT-1587,Marketing,Software Troubleshooting,Senior,10.1,High,0.5,83.42,2,Resolved
IT-1588,HR,Network Issue,Mid-Level,3.9,Medium,3.42,38.53,6,Escalated
IT-1589,HR,Network Issue,Senior,7.3,Low,2.02,63.17,10,Resolved
IT-1590,Sales,Cybersecurity,Mid-Level,3.8,Medium,4.19,26.7,7,Escalated
IT-1591,Engineering,Cybersecurity,Senior,7.4,High,3.04,52.64,3,Resolved
IT-1592,Sales,Cybersecurity,Junior,0.6,Medium,4.29,34.25,7,Escalated
IT-1593,HR,Asset Deployment,Junior,0.6,Medium,1.85,41.97,7,Escalated
IT-1594,Engineering,Hardware Repair,Senior,8.9,Medium,1.13,71.06,6,Resolved
IT-1595,Marketing,Network Issue,Senior,7.5,Low,1.93,70.43,10,Resolved
IT-1596,Finance,Asset Deployment,Junior,0.9,Low,1.15,62.04,13,Resolved
IT-1597,Engineering,Hardware Repair,Junior,0.4,Medium,2.64,40.44,5,Escalated
IT-1598,Engineering,Cybersecurity,Senior,7.6,Medium,1.91,61.77,5,Resolved
IT-1599,HR,Cybersecurity,Junior,0.1,High,4.58,18.48,3,Escalated
IT-1600,HR,Cybersecurity,Mid-Level,5.0,High,2.79,49.08,1,Resolved
IT-1601,Finance,Cybersecurity,Junior,0.9,Low,4.32,33.48,14,Escalated
IT-1602,Marketing,Asset Deployment,Mid-Level,3.6,Low,1.65,57.89,12,Resolved
IT-1603,HR,Cybersecurity,Junior,1.4,Medium,4.04,23.84,6,Escalated
IT-1604,Engineering,Software Troubleshooting,Junior,2.0,Medium,1.93,51.59,4,Resolved
IT-1605,Engineering,Hardware Repair,Senior,11.1,Medium,0.5,81.48,4,Resolved
IT-1606,Engineering,Software Troubleshooting,Junior,1.2,High,1.72,57.12,1,Resolved
IT-1607,Finance,Network Issue,Mid-Level,4.3,Medium,2.53,47.78,5,Escalated
IT-1608,HR,Cybersecurity,Mid-Level,4.4,High,3.38,39.98,3,Escalated
IT-1609,Sales,Hardware Repair,Junior,0.4,High,3.47,42.17,1,Escalated
